latitude,longitude,population,land_use,dist_river_m,dist_road_m
2.624999999999999,101.66899999999922,0.63536936,1.0,1376.3486340021102,650.0867595208578
2.624999999999999,101.67399999999921,0.86363125,1.0,831.5412895720492,631.840685451445
2.624999999999999,101.6789999999992,0.8779426,1.0,313.02019171797025,171.26144711960117
2.624999999999999,101.6839999999992,0.9913242,8.0,66.56067579147692,199.641936756823
2.624999999999999,101.6889999999992,2.3730705,8.0,48.217260713765306,22.85763252968314
2.624999999999999,101.69399999999919,10.253105,8.0,304.0731530490217,59.6759414211603
2.624999999999999,101.69899999999919,12.497001,5.0,372.8327826902014,53.33435949885949
2.624999999999999,101.70399999999918,14.371194,7.0,137.84977943153785,3.872560605109168
2.624999999999999,101.70899999999918,13.72576,3.0,67.26227223979336,19.04708369304075
2.624999999999999,101.71399999999917,9.090208,1.0,598.7491753273779,10.339009980541723
2.624999999999999,101.71899999999917,2.5985706,1.0,387.82676063638564,73.57373796704823
2.624999999999999,101.72399999999917,1.2922562,1.0,308.7501487604709,290.8588508624628
2.624999999999999,101.72899999999916,0.1856342,8.0,63.34633061131583,49.1533755002693
2.629999999999999,101.62899999999925,0.6886841,5.0,169.78044334413295,225.4930273013952
2.629999999999999,101.63399999999925,0.76094365,1.0,195.19428720542749,643.6170661687264
2.629999999999999,101.63899999999924,0.8947635,1.0,716.4117478231403,1127.3973009150673
2.629999999999999,101.64399999999924,0.75415677,1.0,1235.8737757522076,852.3814496090612
2.629999999999999,101.64899999999923,0.82106507,1.0,1754.8574791702865,493.2993596076612
2.629999999999999,101.65399999999923,0.97754914,1.0,2272.636518073586,566.1371030301517
2.629999999999999,101.65899999999922,0.5621265,1.0,2360.60249565674,749.1819284813902
2.629999999999999,101.66399999999922,0.4134423,1.0,1847.5433936903942,1054.8375719749101
2.629999999999999,101.66899999999922,0.59244365,1.0,1369.0561558371921,828.5387714503546
2.629999999999999,101.67399999999921,0.71202326,1.0,974.3150989913595,488.7336159435757
2.629999999999999,101.6789999999992,0.83849025,1.0,662.5575460411166,147.33903869076156
2.629999999999999,101.6839999999992,1.421246,1.0,358.57741264900403,94.79246260717824
2.629999999999999,101.6889999999992,2.0984063,5.0,169.0074669868388,131.33723879546918
2.629999999999999,101.69399999999919,4.462165,5.0,196.11346667857313,186.15170463881194
2.629999999999999,101.69899999999919,4.982494,5.0,545.058930386235,227.37195646530895
2.629999999999999,101.70399999999918,5.3957405,5.0,620.004179964204,276.75367287068246
2.629999999999999,101.70899999999918,5.773075,7.0,429.69591286075433,101.69355014645465
2.629999999999999,101.71399999999917,4.1853037,1.0,725.7512013617562,188.60534572546587
2.629999999999999,101.71899999999917,0.8177952,1.0,651.615405870778,576.28209012088
2.629999999999999,101.72399999999917,0.56147385,1.0,215.6948030175677,256.9429211259761
2.629999999999999,101.72899999999916,0.22457622,8.0,11.860493541447505,224.92768087992752
2.634999999999999,101.60399999999927,0.6353434,5.0,1176.658022726851,837.4163297305187
2.634999999999999,101.60899999999927,0.64868164,8.0,875.9311868992016,667.7578714116225
2.634999999999999,101.61399999999927,0.66382927,8.0,673.5674348336764,557.6028534421544
2.634999999999999,101.61899999999926,1.2770929,8.0,471.034992511391,97.60471748450844
2.634999999999999,101.62399999999926,1.455553,7.0,30.064224451769206,5.829016463893817
2.634999999999999,101.62899999999925,0.71320045,1.0,371.98944784489555,222.91446123525947
2.634999999999999,101.63399999999925,0.66175175,1.0,2.9883588710930136,484.3320194859501
2.634999999999999,101.63899999999924,1.0410596,1.0,516.5761522912042,582.4662386048877
2.634999999999999,101.64399999999924,0.6106434,1.0,1034.3124265213232,680.710931394349
2.634999999999999,101.64899999999923,0.6629503,1.0,1561.6080148249941,777.4118356799388
2.634999999999999,101.65399999999923,0.9233211,1.0,2099.4614740934376,872.0505835896328
2.634999999999999,101.65899999999922,0.7094878,1.0,2230.305181631726,785.4272361368627
